,Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
43,598,2023-12-10,CUST927,Female,18,Beauty,2,491,135
44,229,2023-12-04,CUST295,Male,54,Clothing,1,44,1587
45,316,2023-10-13,CUST188,Female,61,Clothing,1,522,909
46,814,2023-10-02,CUST312,Male,47,Clothing,1,33,1147
47,206,2023-07-22,CUST101,Female,27,Electronics,1,42,846
48,862,2023-07-31,CUST993,Female,47,Clothing,2,24,99
49,805,2023-12-26,CUST134,Female,21,Clothing,3,33,64
50,807,2023-10-01,CUST671,Female,26,Clothing,2,296,38
51,905,2023-09-04,CUST186,Male,56,Clothing,2,26,27
52,279,2023-11-17,CUST916,Female,53,Beauty,4,491,66
53,444,2023-04-21,CUST083,Male,59,Electronics,3,18,25
54,657,2023-04-12,CUST638,Female,19,Electronics,1,45,3
55,161,2023-08-17,CUST028,Female,58,Beauty,3,15,144
56,881,2023-10-29,CUST811,Male,60,Beauty,3,36,1464
57,575,2023-01-03,CUST435,Male,27,Beauty,2,31,36
58,301,2023-07-11,CUST432,Male,54,Beauty,1,22,1417
59,620,2023-03-07,CUST274,Female,30,Clothing,2,55,-33
60,614,2023-08-26,CUST789,Male,42,Beauty,2,44,9
61,276,2023-01-23,CUST620,Female,37,Beauty,3,37,458
62,735,2023-07-22,CUST239,Female,22,Electronics,3,53,72
63,374,2023-01-11,CUST531,Male,48,Electronics,4,295,107
64,985,2023-10-21,CUST068,Female,26,Electronics,4,34,16
65,232,2023-02-01,CUST350,Female,48,Clothing,1,487,378
66,732,2023-07-26,CUST267,Male,34,Beauty,4,319,5
67,461,2023-11-12,CUST809,Female,44,Electronics,1,26,53
68,83,2023-03-31,CUST739,Male,47,Electronics,1,274,62
69,814,2023-05-28,CUST631,Female,56,Clothing,1,280,29
70,744,2023-05-13,CUST083,Female,25,Beauty,4,30,-8
71,331,2023-11-13,CUST589,Male,18,Clothing,1,35,101
72,851,2023-10-20,CUST429,Female,55,Clothing,2,13,245
73,165,2023-05-16,CUST646,Female,24,Beauty,1,27,62
74,529,2023-07-05,CUST805,Female,39,Beauty,3,38,68
75,996,2023-06-10,CUST094,Male,58,Beauty,1,33,226
76,982,2023-12-13,CUST217,Female,24,Electronics,1,27,32
77,672,2023-06-17,CUST869,Female,22,Beauty,2,39,188
78,105,2023-09-19,CUST432,Male,25,Clothing,1,37,455
79,261,2023-09-17,CUST328,Female,58,Beauty,2,38,1630
80,693,2023-06-18,CUST258,Female,36,Clothing,2,14,465
81,149,2023-03-12,CUST120,Female,38,Beauty,2,296,45
82,167,2023-03-12,CUST852,Female,61,Beauty,2,279,1592
83,789,2023-05-20,CUST021,Female,19,Electronics,3,42,-6
84,441,2023-05-18,CUST895,Male,60,Electronics,2,32,362
85,696,2023-02-11,CUST186,Male,24,Clothing,3,35,48
86,813,2023-05-05,CUST654,Female,21,Clothing,2,32,34
87,601,2023-08-01,CUST428,Female,21,Beauty,2,498,13
88,509,2023-12-13,CUST283,Male,35,Beauty,3,38,287
89,394,2023-04-26,CUST160,Male,27,Electronics,3,43,-54
90,462,2023-06-22,CUST481,Male,32,Beauty,3,36,46
91,561,2023-05-09,CUST853,Female,43,Clothing,2,40,-9
92,147,2023-05-29,CUST032,Male,47,Electronics,2,24,18
93,183,2023-12-15,CUST868,Male,36,Clothing,2,22,588
94,233,2023-06-08,CUST441,Male,16,Electronics,3,315,94
95,321,2023-08-04,CUST819,Female,17,Beauty,2,11,1494
96,944,2023-06-29,CUST417,Female,36,Clothing,3,39,9
97,87,2023-05-22,CUST467,Male,29,Beauty,1,56,3
98,53,2023-10-25,CUST962,Male,44,Beauty,3,293,-9
99,106,2023-08-03,CUST724,Male,25,Beauty,4,48,1146
100,66,2023-02-14,CUST423,Female,19,Electronics,1,40,36
101,185,2023-11-12,CUST554,Male,40,Clothing,3,35,792
102,918,2023-01-04,CUST323,Female,43,Beauty,4,22,35
103,881,2023-06-04,CUST382,Female,54,Clothing,2,34,426
104,979,2023-03-21,CUST009,Female,21,Clothing,4,33,-25
105,547,2023-04-05,CUST748,Male,54,Electronics,2,31,144
106,409,2023-09-02,CUST534,Female,22,Clothing,2,26,-29
107,962,2023-06-12,CUST415,Female,53,Clothing,1,27,24
108,928,2023-03-09,CUST004,Male,40,Electronics,3,26,35
109,515,2023-07-04,CUST055,Female,42,Beauty,2,58,162
110,203,2023-05-14,CUST488,Female,23,Beauty,3,31,-3
111,244,2023-04-24,CUST911,Female,22,Beauty,1,12,23
112,450,2023-03-23,CUST856,Female,18,Electronics,3,29,958
113,84,2023-05-06,CUST940,Female,45,Clothing,2,39,0
114,891,2023-05-17,CUST787,Female,40,Beauty,2,481,871
115,800,2023-08-09,CUST285,Male,48,Clothing,2,17,16
116,337,2023-05-04,CUST594,Male,25,Clothing,2,47,52
117,390,2023-01-17,CUST503,Male,53,Beauty,2,37,786
118,800,2023-05-08,CUST373,Female,35,Electronics,4,54,922
119,996,2023-10-20,CUST024,Male,53,Clothing,1,18,1757
120,356,2023-05-23,CUST193,Male,23,Beauty,2,36,71
121,54,2023-02-10,CUST298,Female,18,Clothing,4,39,0
122,508,2023-06-21,CUST540,Male,44,Clothing,4,32,1445
123,917,2023-11-01,CUST094,Male,21,Clothing,2,47,816
124,242,2023-08-25,CUST141,Male,41,Beauty,1,43,1179
125,269,2023-05-10,CUST590,Male,31,Clothing,1,28,89
126,884,2023-12-09,CUST075,Male,21,Clothing,1,31,25
127,418,2023-02-05,CUST746,Male,35,Clothing,4,288,1406
128,999,2023-08-22,CUST835,Male,24,Clothing,4,304,752
129,209,2023-01-02,CUST080,Male,32,Beauty,1,37,-22
130,201,2023-11-26,CUST431,Male,57,Electronics,3,516,-4
131,152,2023-03-02,CUST463,Male,33,Clothing,1,35,23
132,868,2023-03-10,CUST352,Female,37,Electronics,2,36,449
133,261,2023-10-14,CUST161,Male,24,Electronics,2,303,552
134,980,2023-08-11,CUST591,Male,36,Clothing,4,463,102
135,876,2023-11-24,CUST292,Female,56,Beauty,1,32,116
136,349,2023-12-05,CUST775,Male,36,Electronics,3,53,846
137,739,2023-06-11,CUST564,Male,29,Clothing,1,523,110
138,276,2023-11-19,CUST184,Male,26,Clothing,3,35,66
139,579,2023-11-06,CUST732,Male,40,Electronics,2,33,502
140,104,2023-01-16,CUST340,Female,23,Beauty,2,39,69
141,33,2023-05-05,CUST149,Female,18,Clothing,2,36,1399
142,573,2023-02-19,CUST779,Female,57,Electronics,4,19,252
143,248,2023-11-19,CUST509,Female,28,Beauty,2,21,479
144,869,2023-11-10,CUST803,Male,51,Electronics,1,507,402
145,165,2023-01-15,CUST572,Female,50,Beauty,2,30,96
146,641,2023-03-19,CUST579,Male,44,Electronics,1,499,1212
147,456,2023-04-11,CUST905,Male,56,Beauty,2,302,960
148,102,2023-11-07,CUST884,Male,59,Electronics,1,43,17
149,78,2023-09-21,CUST450,Male,22,Beauty,1,293,410
150,688,2023-08-20,CUST262,Male,50,Electronics,4,496,31
151,881,2023-03-03,CUST865,Female,52,Beauty,1,291,205
152,250,2023-11-12,CUST691,Female,31,Electronics,1,29,17
153,836,2023-12-20,CUST581,Male,54,Beauty,3,299,-19
154,685,2023-07-09,CUST040,Male,38,Beauty,1,41,17
155,773,2023-05-11,CUST240,Female,30,Electronics,3,44,48
156,495,2023-05-27,CUST798,Male,43,Clothing,2,35,1159
157,765,2023-06-01,CUST818,Female,48,Clothing,3,28,105
158,451,2023-12-14,CUST422,Female,55,Clothing,4,33,13
159,726,2023-06-11,CUST942,Male,35,Beauty,1,29,453
160,559,2023-08-21,CUST449,Male,48,Electronics,3,298,-43
161,341,2023-11-22,CUST050,Female,57,Clothing,1,483,0
162,857,2023-09-26,CUST789,Male,26,Clothing,3,38,73
163,668,2023-03-09,CUST489,Female,45,Clothing,2,27,33
164,247,2023-09-24,CUST113,Male,19,Beauty,2,34,20
165,858,2023-02-11,CUST035,Female,47,Electronics,4,19,545
166,910,2023-07-23,CUST759,Female,37,Beauty,3,33,24
167,209,2023-06-19,CUST724,Female,44,Electronics,1,26,4
168,979,2024-01-01,CUST313,Female,22,Beauty,2,38,-12
169,412,2023-05-15,CUST881,Female,37,Clothing,3,47,-21
170,988,2023-04-01,CUST314,Female,27,Electronics,4,36,298
171,606,2023-03-28,CUST049,Female,50,Clothing,2,293,74
172,550,2023-09-16,CUST824,Female,55,Clothing,2,57,101
173,319,2023-04-01,CUST185,Female,35,Beauty,3,18,83
174,559,2023-09-01,CUST607,Male,53,Electronics,1,21,-18
175,871,2023-01-04,CUST339,Female,30,Beauty,1,49,610
176,55,2023-04-12,CUST295,Male,50,Electronics,3,529,41
177,245,2023-01-06,CUST073,Female,37,Beauty,2,30,861
178,738,2023-04-18,CUST746,Female,39,Beauty,2,21,764
179,421,2023-08-21,CUST311,Male,38,Electronics,1,32,-13
180,953,2023-10-04,CUST124,Male,21,Clothing,4,34,60
181,641,2023-05-14,CUST456,Male,21,Electronics,1,24,92
182,512,2023-03-05,CUST231,Male,38,Beauty,1,31,61
183,611,2023-10-08,CUST018,Male,63,Beauty,4,26,826
184,299,2023-06-11,CUST817,Female,43,Beauty,1,31,60
185,613,2023-07-22,CUST202,Male,28,Beauty,4,484,41
186,780,2023-01-14,CUST323,Female,42,Beauty,1,52,34
187,621,2023-04-30,CUST668,Male,45,Electronics,2,284,246
188,95,2023-06-05,CUST319,Male,38,Clothing,3,35,135
189,161,2023-04-23,CUST610,Male,44,Beauty,3,33,-7
190,145,2023-09-28,CUST818,Male,53,Electronics,2,39,102
191,284,2023-09-28,CUST857,Female,43,Beauty,3,48,73
192,218,2023-12-07,CUST889,Female,21,Beauty,1,44,989
193,477,2023-05-05,CUST265,Female,35,Clothing,4,29,65
194,361,2023-01-07,CUST687,Male,21,Electronics,1,32,30
195,345,2023-11-19,CUST549,Female,28,Clothing,2,25,91
196,750,2023-10-11,CUST529,Male,44,Clothing,2,48,65
197,41,2023-05-18,CUST752,Male,52,Beauty,4,512,905
198,535,2023-03-01,CUST993,Female,54,Electronics,3,46,-13
199,183,2023-06-23,CUST441,Male,21,Beauty,2,45,174
200,317,2023-11-17,CUST545,Male,40,Electronics,2,45,479
201,792,2023-04-10,CUST270,Male,56,Clothing,2,36,314
202,656,2023-08-03,CUST639,Male,53,Beauty,4,31,1061
203,427,2023-05-22,CUST625,Male,42,Electronics,1,309,1192
204,223,2023-06-16,CUST180,Female,41,Clothing,1,26,87
205,943,2023-04-16,CUST191,Male,19,Beauty,1,34,1492
206,471,2023-02-08,CUST775,Female,18,Electronics,2,52,38
207,447,2023-07-09,CUST397,Male,40,Electronics,1,499,495
208,278,2023-03-30,CUST146,Male,56,Electronics,2,43,59
209,435,2023-04-16,CUST881,Male,55,Beauty,1,479,3
210,400,2023-03-03,CUST305,Male,22,Beauty,3,50,861
211,204,2023-10-30,CUST391,Female,56,Beauty,1,38,62
212,415,2023-08-25,CUST222,Male,24,Beauty,3,43,1574
213,224,2023-04-08,CUST257,Female,54,Beauty,4,26,4
214,95,2023-12-25,CUST653,Female,55,Beauty,2,34,106
215,493,2023-12-13,CUST595,Male,56,Beauty,1,27,55
216,136,2023-10-29,CUST787,Male,23,Electronics,1,289,26
217,273,2023-02-22,CUST727,Female,40,Electronics,3,489,615
218,643,2023-09-23,CUST570,Female,60,Clothing,4,303,43
219,217,2023-02-04,CUST842,Female,42,Electronics,3,507,60
220,108,2023-10-04,CUST300,Female,38,Electronics,3,38,62
221,304,2023-12-20,CUST164,Male,37,Beauty,2,40,887
222,467,2023-03-17,CUST597,Male,21,Clothing,3,41,95
223,316,2023-11-28,CUST740,Male,35,Clothing,4,28,1436
224,564,2023-05-31,CUST063,Male,22,Beauty,4,37,1001
225,963,2023-03-21,CUST853,Female,37,Clothing,4,33,102
226,210,2023-09-25,CUST162,Male,58,Clothing,1,29,1587
227,139,2023-09-05,CUST858,Male,23,Beauty,2,67,220
228,832,2023-05-15,CUST121,Male,19,Beauty,2,44,47
229,604,2023-07-31,CUST051,Female,38,Beauty,1,40,108
230,879,2023-01-11,CUST686,Male,25,Clothing,3,40,73
231,816,2023-12-27,CUST026,Female,53,Beauty,4,524,51
232,579,2023-07-11,CUST210,Male,33,Clothing,3,37,-11
233,826,2023-03-21,CUST389,Male,26,Clothing,2,42,917
234,547,2023-08-20,CUST024,Female,35,Beauty,1,58,74
235,480,2023-06-06,CUST743,Female,40,Electronics,1,470,1597
236,982,2023-12-17,CUST794,Male,39,Beauty,2,36,-27
237,311,2023-04-11,CUST381,Female,48,Electronics,2,35,43
238,124,2023-06-25,CUST267,Female,21,Beauty,1,502,1103
239,480,2023-05-27,CUST100,Female,35,Electronics,3,46,72
240,257,2023-07-04,CUST889,Female,55,Electronics,2,20,63
241,860,2023-12-04,CUST498,Female,57,Clothing,1,480,24
242,533,2023-04-21,CUST375,Female,45,Beauty,2,20,110
243,660,2023-08-06,CUST013,Male,23,Clothing,2,42,14
244,61,2023-10-02,CUST534,Male,41,Clothing,1,301,29
245,468,2023-02-07,CUST998,Female,47,Beauty,3,298,1415
246,207,2023-09-10,CUST251,Female,30,Beauty,4,28,1565
247,632,2023-07-08,CUST579,Male,56,Clothing,4,47,80
248,546,2023-02-17,CUST613,Female,38,Beauty,3,42,84
249,781,2023-02-26,CUST983,Female,17,Electronics,4,503,1
250,121,2023-04-24,CUST179,Male,54,Clothing,3,33,1606
251,900,2023-09-24,CUST481,Male,26,Clothing,4,301,429
252,476,2023-09-07,CUST604,Female,14,Clothing,4,284,145
253,552,2023-06-18,CUST894,Female,43,Beauty,4,30,45
254,339,2023-09-16,CUST350,Female,59,Beauty,1,309,55
255,253,2023-03-01,CUST492,Female,15,Clothing,2,39,612
256,738,2023-09-21,CUST357,Male,33,Clothing,4,287,469
257,160,2023-01-08,CUST200,Male,29,Beauty,1,35,48
258,481,2023-06-04,CUST409,Female,23,Beauty,2,49,562
259,421,2023-06-07,CUST070,Female,28,Beauty,2,30,1333
260,711,2023-09-17,CUST287,Female,21,Clothing,1,293,74
261,739,2023-04-25,CUST337,Male,44,Clothing,1,31,121
262,549,2023-04-16,CUST262,Female,52,Electronics,3,42,124
263,479,2023-07-24,CUST108,Male,55,Beauty,4,41,1386
264,947,2023-01-15,CUST028,Male,23,Electronics,1,37,73
265,909,2023-02-08,CUST614,Male,45,Beauty,3,30,401
266,681,2023-10-29,CUST522,Male,39,Electronics,3,24,-14
267,837,2023-08-31,CUST049,Female,44,Clothing,4,36,107
268,752,2023-01-10,CUST491,Male,40,Electronics,3,38,40
269,956,2023-12-13,CUST329,Male,47,Clothing,4,52,1357
270,812,2023-01-29,CUST765,Male,29,Clothing,2,43,94
271,364,2023-08-12,CUST030,Female,46,Beauty,3,23,407
272,402,2023-10-02,CUST159,Male,59,Electronics,1,42,24
273,804,2023-05-24,CUST410,Male,57,Clothing,1,301,30
274,770,2023-04-12,CUST435,Female,57,Clothing,3,24,132
275,407,2023-01-13,CUST256,Male,15,Beauty,2,301,96
276,606,2023-04-06,CUST906,Female,23,Clothing,2,20,1005
277,782,2023-04-26,CUST200,Female,55,Electronics,2,49,1414
278,907,2023-12-28,CUST623,Male,35,Electronics,4,299,70
279,505,2023-02-16,CUST786,Female,41,Beauty,4,507,685
280,431,2023-08-28,CUST162,Female,17,Clothing,4,302,831
281,561,2023-11-06,CUST081,Male,46,Beauty,1,41,17
282,699,2023-07-14,CUST961,Male,18,Electronics,3,37,121
283,515,2023-12-21,CUST954,Male,58,Clothing,2,44,55
284,165,2023-04-08,CUST976,Female,56,Beauty,4,294,1082
285,66,2023-03-07,CUST467,Female,17,Beauty,3,23,117
286,495,2023-03-28,CUST597,Male,40,Beauty,1,37,50
287,644,2023-08-22,CUST805,Female,61,Electronics,2,22,59
288,740,2023-12-10,CUST559,Female,48,Clothing,2,507,160
289,63,2023-09-05,CUST400,Male,55,Clothing,1,35,28
290,773,2023-10-05,CUST948,Female,56,Beauty,2,31,1133
291,17,2023-03-26,CUST721,Male,27,Beauty,2,298,-37
292,417,2023-06-16,CUST332,Male,53,Beauty,4,39,199
293,137,2023-08-21,CUST084,Female,49,Electronics,2,496,477
294,23,2023-08-20,CUST416,Male,26,Clothing,1,31,806
295,473,2023-08-27,CUST626,Male,55,Clothing,1,37,-37
296,701,2023-07-16,CUST736,Male,58,Electronics,2,15,935
297,934,2023-09-30,CUST504,Male,56,Clothing,2,321,-16
298,34,2023-07-01,CUST973,Male,42,Clothing,2,36,770
299,938,2023-08-22,CUST184,Female,16,Electronics,3,54,2
300,907,2023-11-15,CUST283,Female,33,Clothing,1,307,-29
301,530,2023-07-11,CUST517,Male,29,Electronics,3,31,846
302,489,2023-07-01,CUST923,Male,36,Electronics,3,35,3
303,446,2023-06-11,CUST560,Female,26,Clothing,3,331,181
304,13,2023-07-28,CUST730,Male,19,Electronics,2,288,11
305,896,2023-03-19,CUST413,Male,37,Clothing,3,37,12
306,889,2023-06-03,CUST306,Female,56,Electronics,4,493,1298
307,112,2023-01-28,CUST157,Female,20,Beauty,2,33,-7
308,517,2023-10-23,CUST233,Male,44,Electronics,4,25,57
309,77,2023-06-08,CUST253,Female,37,Electronics,3,481,1439
310,494,2023-07-30,CUST974,Male,50,Beauty,2,18,104
311,587,2023-02-17,CUST582,Male,37,Electronics,1,28,586
312,144,2023-11-10,CUST996,Male,18,Clothing,3,44,36
313,576,2023-10-09,CUST428,Female,19,Beauty,1,291,89
314,396,2023-03-19,CUST405,Female,45,Clothing,1,40,70
315,376,2023-04-22,CUST336,Female,33,Electronics,1,32,1061
316,394,2023-01-28,CUST136,Female,52,Beauty,3,300,1354
317,550,2023-09-08,CUST217,Male,25,Clothing,1,28,68
318,202,2023-02-19,CUST900,Male,37,Electronics,1,25,101
319,693,2023-10-25,CUST586,Male,24,Clothing,1,18,47
320,702,2023-06-20,CUST538,Male,41,Clothing,1,31,1476
321,162,2023-08-21,CUST918,Female,46,Electronics,1,480,151
322,658,2023-05-13,CUST185,Male,24,Electronics,3,496,52
323,282,2023-11-20,CUST675,Female,29,Electronics,4,38,785
324,42,2023-06-24,CUST309,Female,17,Clothing,1,30,128
325,615,2023-08-04,CUST186,Male,35,Beauty,2,296,19
326,400,2023-03-24,CUST354,Female,37,Clothing,3,18,-29
327,985,2023-05-26,CUST359,Female,51,Beauty,4,21,1363
328,928,2023-08-28,CUST468,Female,38,Clothing,4,27,83
329,899,2023-04-29,CUST990,Female,46,Beauty,3,29,23
330,644,2023-09-25,CUST026,Female,49,Beauty,2,309,397
331,551,2023-07-13,CUST393,Male,23,Clothing,2,511,111
332,15,2023-03-09,CUST222,Female,22,Clothing,2,25,79
333,581,2023-11-24,CUST120,Male,52,Electronics,4,36,261
334,873,2023-11-25,CUST561,Male,55,Clothing,4,489,67
335,207,2023-06-26,CUST819,Female,41,Beauty,3,47,114
336,187,2023-10-09,CUST346,Male,23,Clothing,2,44,133
337,115,2023-01-21,CUST511,Male,23,Clothing,3,45,46
338,942,2023-03-17,CUST904,Male,54,Beauty,1,41,869
339,966,2023-02-17,CUST368,Female,34,Electronics,4,292,965
340,996,2023-07-27,CUST503,Male,43,Beauty,3,18,456
341,22,2023-10-24,CUST943,Female,53,Beauty,1,45,64
342,12,2023-01-06,CUST222,Female,36,Beauty,3,31,427
343,605,2023-08-02,CUST760,Male,31,Electronics,1,53,1096
344,975,2023-10-02,CUST430,Male,39,Beauty,4,45,210
345,493,2023-02-06,CUST142,Female,43,Beauty,1,514,74
346,48,2023-12-23,CUST600,Female,20,Beauty,1,36,0
347,272,2023-10-20,CUST312,Female,54,Beauty,1,474,44
348,658,2023-12-05,CUST102,Female,37,Clothing,2,294,1773
349,613,2023-01-27,CUST779,Female,43,Electronics,3,30,28
350,652,2023-10-22,CUST981,Male,39,Beauty,2,477,38
351,972,2023-09-28,CUST552,Male,19,Clothing,1,45,79
352,172,2023-04-01,CUST952,Female,38,Beauty,3,38,87
353,190,2023-02-21,CUST928,Male,29,Clothing,2,48,535
354,851,2023-06-30,CUST074,Male,38,Beauty,2,298,-17
355,59,2023-08-08,CUST916,Male,52,Beauty,1,42,11
356,281,2023-08-26,CUST829,Male,22,Clothing,1,28,52
357,548,2023-12-17,CUST746,Female,61,Electronics,1,29,399
358,813,2023-02-20,CUST237,Female,25,Electronics,3,13,1368
359,782,2023-10-14,CUST565,Male,53,Beauty,3,38,21
360,733,2023-08-28,CUST504,Female,24,Beauty,3,41,836
361,879,2023-01-11,CUST680,Female,53,Clothing,1,306,23
362,907,2023-01-22,CUST706,Female,43,Electronics,3,33,510
363,769,2023-05-05,CUST369,Female,48,Clothing,2,50,503
364,594,2023-01-08,CUST616,Male,17,Electronics,3,30,1099
365,824,2023-06-28,CUST875,Male,40,Beauty,1,45,817
366,891,2023-08-13,CUST478,Female,51,Electronics,4,33,30
367,784,2023-04-01,CUST054,Female,22,Beauty,2,297,14
368,788,2023-01-15,CUST830,Male,47,Beauty,2,25,890
369,874,2023-06-08,CUST945,Female,20,Beauty,4,304,950
370,396,2023-07-28,CUST260,Male,53,Beauty,2,22,50
371,174,2023-04-11,CUST255,Male,23,Electronics,1,48,41
372,759,2023-09-29,CUST262,Male,44,Clothing,4,301,55
373,871,2023-10-15,CUST992,Female,37,Electronics,3,39,1192
374,282,2023-10-07,CUST485,Female,29,Clothing,4,44,960
375,325,2023-09-11,CUST934,Male,53,Clothing,3,36,1514
376,546,2023-05-07,CUST1000,Male,58,Electronics,4,31,67
377,712,2023-02-22,CUST163,Male,49,Clothing,3,46,85
378,767,2023-10-22,CUST917,Female,53,Beauty,1,30,-12
379,823,2023-04-06,CUST836,Male,50,Beauty,2,50,-28
380,921,2023-05-15,CUST072,Male,50,Beauty,3,39,-31
381,46,2023-04-20,CUST835,Female,41,Beauty,3,297,976
382,337,2023-11-02,CUST561,Female,21,Beauty,4,48,61
383,220,2023-04-26,CUST653,Female,53,Electronics,4,46,93
384,77,2023-09-28,CUST641,Male,20,Clothing,3,31,29
385,551,2023-05-04,CUST509,Female,60,Electronics,1,302,161
386,358,2023-07-05,CUST287,Male,54,Electronics,1,35,50
387,273,2023-05-13,CUST480,Female,21,Clothing,1,33,40
388,374,2023-07-26,CUST679,Female,24,Clothing,2,291,-3
389,4,2023-03-21,CUST260,Male,57,Electronics,2,30,99
390,70,2023-08-17,CUST319,Male,42,Electronics,2,40,20
391,909,2023-04-22,CUST682,Male,34,Beauty,2,28,81
392,385,2023-09-02,CUST067,Female,54,Beauty,3,25,505
393,645,2023-08-20,CUST358,Male,51,Beauty,4,517,50
394,524,2023-01-08,CUST125,Female,38,Clothing,1,307,40
395,572,2023-06-03,CUST761,Female,24,Clothing,1,42,37
396,88,2023-09-02,CUST169,Female,33,Beauty,4,16,2041
397,237,2023-04-30,CUST875,Female,35,Clothing,4,508,22
398,613,2023-05-08,CUST586,Male,46,Beauty,1,22,43
399,995,2023-07-19,CUST895,Female,43,Clothing,1,53,975
400,193,2023-12-08,CUST819,Female,47,Clothing,1,493,-41
401,324,2023-01-10,CUST880,Female,58,Clothing,3,20,1241
402,310,2023-12-07,CUST861,Male,24,Beauty,2,33,110
403,188,2023-02-01,CUST169,Male,51,Clothing,4,17,31
404,389,2023-06-10,CUST645,Female,52,Clothing,1,31,-13
405,997,2023-03-20,CUST070,Female,32,Beauty,4,37,6
406,593,2023-04-22,CUST875,Male,34,Clothing,1,514,6
407,211,2023-02-13,CUST574,Male,30,Electronics,1,34,1117
408,509,2023-12-08,CUST800,Female,37,Electronics,2,299,1123
409,454,2023-04-22,CUST906,Male,56,Clothing,3,14,1
410,54,2023-09-03,CUST439,Male,55,Beauty,4,42,154
411,850,2023-10-27,CUST480,Male,54,Beauty,1,50,48
412,755,2023-04-10,CUST688,Male,52,Electronics,1,34,10
413,769,2023-10-09,CUST505,Female,51,Electronics,2,37,30
414,504,2023-03-10,CUST624,Male,53,Beauty,2,313,834
415,503,2023-05-31,CUST737,Male,57,Clothing,3,44,29
416,13,2023-08-26,CUST927,Male,28,Beauty,2,34,546
417,883,2023-08-18,CUST289,Female,46,Clothing,2,487,130
418,356,2023-04-17,CUST322,Female,33,Beauty,2,49,2
419,818,2023-10-21,CUST076,Male,38,Clothing,3,24,12
420,327,2023-01-07,CUST313,Female,23,Clothing,2,38,876
421,852,2023-08-28,CUST340,Male,17,Beauty,3,28,-9
422,900,2023-07-26,CUST148,Female,43,Electronics,1,303,74
423,173,2023-02-13,CUST279,Female,36,Electronics,2,38,1608
424,640,2023-12-29,CUST284,Female,45,Electronics,1,50,-32
425,51,2023-09-29,CUST827,Female,60,Electronics,4,40,95
426,544,2023-10-10,CUST004,Male,36,Beauty,2,38,4
427,842,2023-05-27,CUST222,Female,59,Clothing,3,36,23
428,120,2023-05-28,CUST655,Female,24,Beauty,3,32,1488
429,163,2023-04-10,CUST972,Male,32,Electronics,2,35,840
430,37,2023-02-05,CUST574,Female,45,Beauty,1,499,-9
